4000.Invoice/Item Number,Sum(4000.Sale (Dollars)),,Sum(4000.State Bottle Cost),Sum(4000.State Bottle Retail),CountNonNull(4000.Category Name),CountNonNull(4000.County)
S11701300013,64.74,NaN,7.2,10.79,1,1
S13781700003,64.74,NaN,7.2,10.79,1,1
S13823500014,64.74,NaN,7.2,10.79,1,1
S14642200015,64.74,NaN,7.2,10.79,1,1
S15240300007,64.74,NaN,7.2,10.79,1,1
S15662000031,64.74,NaN,7.2,10.79,1,1
S16436600006,64.74,NaN,7.2,10.79,1,1
S16571400016,64.74,NaN,7.2,10.79,1,1
S18237000049,64.74,NaN,7.2,10.79,1,1
S19119200041,64.74,NaN,7.2,10.79,1,1
S15022600025,64.72,NaN,21.32,32.36,1,1
S23571100084,64.71,NaN,14.38,21.57,1,1
S25776200101,64.71,NaN,14.38,21.57,1,1
S09294500009,64.56,NaN,1.8,2.69,1,1
S11076300005,64.56,NaN,1.8,2.69,1,1
S11119600011,64.56,NaN,1.8,2.69,1,1
S13404400002,64.56,NaN,1.8,2.69,1,1
S14305600008,64.56,NaN,7.17,10.76,1,1
S16072700016,64.56,NaN,7.17,10.76,1,1
S16368900008,64.56,NaN,7.17,10.76,1,1
S16483100002,64.56,NaN,1.8,2.69,1,1
S17786200004,64.56,NaN,1.8,2.69,1,1
S17799900002,64.56,NaN,1.8,2.69,1,1
S18959400010,64.56,NaN,1.8,2.69,1,1
S19873900009,64.56,NaN,1.8,2.69,1,1
S24906300012,64.56,NaN,7.17,10.76,1,1
S25248900003,64.56,NaN,7.17,10.76,1,1
S26925000007,64.56,NaN,7.17,10.76,1,1
S28663700043,64.56,NaN,7.17,10.76,1,1
S28994600005,64.56,NaN,7.17,10.76,1,1
S09340400005,64.5,NaN,7.17,10.75,1,1
S29100400066,64.38,NaN,13.97,21.46,1,1
S20927500014,64.32,NaN,3.57,5.36,1,1
S03602600010,64.2,NaN,7.13,10.7,1,1
S03660900007,64.2,NaN,7.13,10.7,1,1
S04385800093,64.2,NaN,7.13,10.7,1,1
S06830100010,64.2,NaN,7.13,10.7,1,1
S06892900010,64.2,NaN,7.13,10.7,1,1
S07748600006,64.2,NaN,7.13,10.7,1,1
S10122300003,64.2,NaN,7.13,10.7,1,1
S10772500007,64.2,NaN,7.13,10.7,1,1
S10983600036,64.2,NaN,3.57,5.35,1,1
S12207900004,64.2,NaN,7.13,10.7,1,1
S13241100020,64.2,NaN,7.13,10.7,1,1
S16917800018,64.2,NaN,3.57,5.35,1,1
S18792400017,64.2,NaN,3.57,5.35,1,1
S16199500025,64.08,NaN,1.78,2.67,1,1
S18314400022,64.08,NaN,1.78,2.67,1,1
S15578700008,64.02,NaN,7.11,10.67,1,1
S16653200011,64.02,NaN,7.11,10.67,1,1
S21164000017,64.02,NaN,7.11,10.67,1,1
S21404000037,64.02,NaN,7.11,10.67,1,1
S22092900025,64.02,NaN,7.11,10.67,1,1
S24199900020,64.02,NaN,7.11,10.67,1,1
S24429300075,64.02,NaN,7.11,10.67,1,1
S24706500029,64.02,NaN,7.11,10.67,1,1
S25511500026,64.02,NaN,7.11,10.67,1,1
S25704600037,64.02,NaN,7.11,10.67,1,1
S26575000006,64.02,NaN,7.11,10.67,1,1
S27668100011,64.02,NaN,7.11,10.67,1,1
S27940500043,64.02,NaN,7.11,10.67,1,1
S27957800027,64.02,NaN,7.11,10.67,1,1
S28242200075,64.02,NaN,7.11,10.67,1,1
S28860600009,64.02,NaN,7.11,10.67,1,1
S28940700005,64.02,NaN,7.11,10.67,1,1
S29131000011,64.02,NaN,7.11,10.67,1,1
S07372200004,63.9,NaN,7.1,10.65,1,1
S10994100029,63.9,NaN,7.1,10.65,1,1
S14244900059,63.9,NaN,7.1,10.65,1,1
S14396900081,63.9,NaN,7.1,10.65,1,1
S15370000117,63.9,NaN,7.1,10.65,1,1
S06966400004,63.84,NaN,1.77,2.66,1,1
S11980000032,63.72,NaN,7.08,10.62,1,1
S12371900057,63.72,NaN,7.08,10.62,1,1
S16318000105,63.72,NaN,7.08,10.62,1,1
S18697600013,63.72,NaN,7.08,10.62,1,1
S21101400010,63.72,NaN,7.08,10.62,1,1
S21517600011,63.72,NaN,7.08,10.62,1,1
S25876800070,63.5,NaN,4.23,6.35,1,1
S03497500008,63.48,NaN,7.06,10.58,1,1
S07155300012,63.48,NaN,7.06,10.58,1,1
S16954900070,63.48,NaN,7.05,10.58,1,1
S27099100001,63.48,NaN,7.05,10.58,1,1
S28818800015,63.48,NaN,7.05,10.58,1,1
S05671300036,63.42,NaN,7.04,10.57,1,1
S21549500015,63.36,NaN,7.04,10.56,1,1
S24735200005,63.36,NaN,7.04,10.56,1,1
S04700500005,63.12,NaN,7.01,10.52,1,1
S07501400001,63,NaN,7,10.5,1,1
S09016600003,63,NaN,7,10.5,1,1
S14094600022,63,NaN,13.67,21,1,1
S22957900050,63,NaN,3.5,5.25,1,1
S24023100038,63,NaN,14,21,1,1
S24419300028,63,NaN,14,21,1,1
S26596100168,63,NaN,10.5,15.75,1,1
S27621800006,62.98,NaN,20.99,31.49,1,1
S07089300178,62.96,NaN,10.49,15.74,1,1
S07919900185,62.96,NaN,10.49,15.74,1,1
S22871500015,62.96,NaN,10.49,15.74,1,1
S24089000035,62.96,NaN,10.49,15.74,1,1
S28461200058,62.96,NaN,10.49,15.74,1,1
S15099200012,62.92,NaN,10.49,15.73,1,1
S07455500074,62.76,NaN,3.48,5.23,1,1
S25149900001,62.64,NaN,1.74,2.61,1,1
S27377000030,62.64,NaN,1.74,2.61,1,1
S04408700074,62.5,NaN,20.83,31.25,1,1
S17743800130,62.46,NaN,6.94,10.41,1,1
S15595600034,62.4,NaN,1.74,2.6,1,1
S26681200075,62.34,NaN,13.85,20.78,1,1
S05548400011,62.28,NaN,6.92,10.38,1,1
S08845700025,62.28,NaN,3.46,5.19,1,1
S10287600037,62.28,NaN,6.92,10.38,1,1
S12956600011,62.28,NaN,6.92,10.38,1,1
S13404200004,62.28,NaN,6.92,10.38,1,1
S13684800014,62.28,NaN,6.92,10.38,1,1
S14818800029,62.28,NaN,6.92,10.38,1,1
S15061300008,62.28,NaN,6.92,10.38,1,1
S15093600003,62.28,NaN,3.46,5.19,1,1
S15519500039,62.28,NaN,6.92,10.38,1,1
S16862400002,62.28,NaN,3.46,5.19,1,1
S17266300007,62.28,NaN,3.46,5.19,1,1
S17629600011,62.28,NaN,6.92,10.38,1,1
S17678100009,62.28,NaN,6.92,10.38,1,1
S17806000076,62.28,NaN,6.92,10.38,1,1
S19526900004,62.28,NaN,6.92,10.38,1,1
S19814900008,62.28,NaN,3.46,5.19,1,1
S22761000001,62.28,NaN,3.46,5.19,1,1
S24896500002,62.28,NaN,3.46,5.19,1,1
S26674700038,62.28,NaN,3.46,5.19,1,1
S28413100003,62.28,NaN,6.92,10.38,1,1
S28719100001,62.28,NaN,3.46,5.19,1,1
S29131400002,62.28,NaN,3.46,5.19,1,1
S23237900259,62.26,NaN,20.75,31.13,1,1
S27015800008,62.16,NaN,3.45,5.18,1,1
S06428700005,62.1,NaN,6.9,10.35,1,1
S06001500135,62.01,NaN,13.78,20.67,1,1
S27323600152,61.9,NaN,8.25,12.38,1,1
S20789700185,61.89,NaN,13.75,20.63,1,1
S23040700158,61.89,NaN,13.75,20.63,1,1
S03600500041,61.8,NaN,6.87,10.3,1,1
S07158100025,61.8,NaN,3.44,5.15,1,1
S08388800014,61.8,NaN,6.87,10.3,1,1
S09539200180,61.8,NaN,3.44,5.15,1,1
S21302600035,61.8,NaN,13.73,20.6,1,1
S12219300026,61.77,NaN,13.73,20.59,1,1
S22669700070,61.68,NaN,1.71,2.57,1,1
S26420500001,61.68,NaN,1.71,2.57,1,1
S10657400011,61.62,NaN,6.68,10.27,1,1
S16580800021,61.62,NaN,6.68,10.27,1,1
S21195900026,61.56,NaN,3.42,5.13,1,1
S26327900063,61.38,NaN,13.64,20.46,1,1
S09619900027,61.08,NaN,3.39,5.09,1,1
S11497700010,61.08,NaN,3.39,5.09,1,1
S24317800030,60.98,NaN,19.99,30.49,1,1
S22453400047,60.96,NaN,6.77,10.16,1,1
S27104500017,60.96,NaN,6.77,10.16,1,1
S16036600009,60.84,NaN,3.38,5.07,1,1
S26383200001,60.84,NaN,6.76,10.14,1,1
S05456100028,60.72,NaN,3.37,5.06,1,1
S07097400047,60.72,NaN,3.37,5.06,1,1
S09981500067,60.72,NaN,6.75,10.12,1,1
S11055600001,60.72,NaN,3.37,5.06,1,1
S11702800031,60.72,NaN,3.37,5.06,1,1
S11904800030,60.72,NaN,3.37,5.06,1,1
S11932200023,60.72,NaN,3.37,5.06,1,1
S13251700018,60.72,NaN,3.37,5.06,1,1
S21552900002,60.72,NaN,3.37,5.06,1,1
S21681300031,60.72,NaN,3.37,5.06,1,1
S23115300006,60.72,NaN,3.37,5.06,1,1
S23309100006,60.72,NaN,3.37,5.06,1,1
S23395300024,60.72,NaN,3.37,5.06,1,1
S24226500006,60.72,NaN,3.37,5.06,1,1
S24729000003,60.72,NaN,3.37,5.06,1,1
S26189800013,60.72,NaN,3.37,5.06,1,1
S26975000011,60.72,NaN,3.37,5.06,1,1
S10380700010,60.6,NaN,3.37,5.05,1,
S11624300019,60.6,NaN,3.37,5.05,1,1
S13966000006,60.6,NaN,3.37,5.05,1,1
S06146400008,60.48,NaN,3.36,5.04,1,1
S10919700010,60.36,NaN,3.35,5.03,1,1
S03909900017,60.24,NaN,3.35,5.02,1,1
S16484300214,60.24,NaN,10.04,15.06,1,1
S15524500034,60.12,NaN,3.34,5.01,1,1
S16533200004,60.12,NaN,3.34,5.01,1,1
S18452500016,60.12,NaN,3.34,5.01,1,1
S19740200017,60.12,NaN,3.34,5.01,1,1
S20946800003,60.12,NaN,3.34,5.01,1,1
S21332800022,60.12,NaN,3.34,5.01,1,1
S24773300008,60.12,NaN,3.34,5.01,1,1
S26730400011,60.12,NaN,3.34,5.01,1,1
S28560400001,60.12,NaN,3.34,5.01,1,1
S18688900084,60.06,NaN,6.67,10.01,1,1
S03679400002,60,NaN,3.34,5,1,1
S08945300094,60,NaN,3.33,5,1,1
S09047300004,60,NaN,3.33,5,1,1
S09682100153,60,NaN,20,30,1,1
S11957400144,60,NaN,3.33,5,1,1
S13193600001,60,NaN,6.45,10,1,1
S13911500010,60,NaN,3.33,5,1,1
S14289000054,60,NaN,10,15,1,1
S15279900018,60,NaN,5,7.5,1,1
S19488900037,60,NaN,10,15,1,1
S22005200049,60,NaN,18.33,30,1,1
S24353100147,60,NaN,10,15,1,1
S10357600122,59.98,NaN,20,29.99,1,1
S10961700010,59.98,NaN,20,29.99,1,1
S11286200013,59.98,NaN,20,29.99,1,1
S11292400013,59.98,NaN,20,29.99,1,1
S25079300071,59.98,NaN,19.99,29.99,1,1
S16166000177,59.97,NaN,13.33,19.99,1,1
S07582500125,59.96,NaN,9.99,14.99,1,1
S19817200105,59.96,NaN,10,14.99,1,1
S12882300017,59.88,NaN,3.33,4.99,1,1
S23611900022,59.82,NaN,19.94,29.91,1,1
S21935500009,59.7,NaN,6.63,9.95,1,1
S15757900008,59.64,NaN,3.31,4.97,1,1
S21795200010,59.64,NaN,3.31,4.97,1,1
S22308800085,59.64,NaN,13.25,19.88,1,1
S24263500196,59.64,NaN,13.25,19.88,1,1
S24284600071,59.64,NaN,3.31,4.97,1,1
S25766800043,59.64,NaN,13.25,19.88,1,1
S07778500003,59.52,NaN,3.31,4.96,1,1
S08670100005,59.52,NaN,3.31,4.96,1,1
S10181800029,59.52,NaN,3.3,4.96,1,1
S13388000001,59.52,NaN,3.3,4.96,1,1
S13588800015,59.52,NaN,3.3,4.96,1,1
S28845400049,59.4,NaN,3.3,4.95,1,1
S16670000115,59.28,NaN,9.88,14.82,1,1
S08329100040,59.1,NaN,6.57,9.85,1,1
S24009000053,59.1,NaN,7.88,11.82,1,1
S12960000007,59.04,NaN,3.28,4.92,1,1
S06760100005,58.74,NaN,6.53,9.79,1,1
S13750400014,58.62,NaN,6.51,9.77,1,1
S18760800101,58.61,NaN,39.07,58.61,1,1
S04197400002,58.56,NaN,3.25,4.88,1,1
S04761400049,58.56,NaN,3.25,4.88,1,1
S08383500036,58.56,NaN,3.25,4.88,1,1
S09862200007,58.56,NaN,3.25,4.88,1,1
S03477100033,58.53,NaN,13.01,19.51,1,1
S17432400005,58.5,NaN,6.5,9.75,1,1
S18806500004,58.5,NaN,6.5,9.75,1,1
S20476000024,58.5,NaN,6.5,9.75,1,1
S20886300293,58.5,NaN,19.5,29.25,1,1
S22714500180,58.5,NaN,19.5,29.25,1,1
S24740000046,58.5,NaN,6.5,9.75,1,1
S25741600009,58.5,NaN,6.5,9.75,1,1
S03589200051,58.48,NaN,19.5,29.24,1,1
S04008200060,58.44,NaN,6.49,9.74,1,1
S05488400005,58.44,NaN,6.49,9.74,1,1
S07519900007,58.44,NaN,6.5,9.74,1,1
S14508300004,58.44,NaN,6.49,9.74,1,1
S14667700042,58.44,NaN,6.49,9.74,1,1
S14501900027,58.28,NaN,19.42,29.14,1,1
S21155200013,58.28,NaN,9.71,14.57,1,1
S18419600087,57.98,NaN,19.33,28.99,1,1
S18116000049,57.92,NaN,9.65,14.48,1,1
S25481900032,57.92,NaN,9.65,14.48,1,1
S29030000173,57.92,NaN,9.65,14.48,1,1
S13400300135,57.84,NaN,9.64,14.46,1,1
S29049000001,57.6,NaN,6.4,9.6,,1
S29049300001,57.6,NaN,6.4,9.6,,1
S29050600001,57.6,NaN,6.4,9.6,,1
S20020600053,57.18,NaN,6.02,9.53,1,1
S20844900004,57.18,NaN,6.02,9.53,1,1
S05707300013,57.12,NaN,6.01,9.52,1,1
S08367000036,57.12,NaN,6.01,9.52,1,1
S26507400027,57,NaN,6.25,9.5,1,1
S08591100086,56.97,NaN,12.33,18.99,1,1
S09802500020,56.97,NaN,12.5,18.99,1,1
S12777400136,56.96,NaN,9.49,14.24,1,1
S06008900008,56.94,NaN,6.25,9.49,1,1
S22311000033,56.91,NaN,5.42,8.13,1,1
S10442800016,56.82,NaN,5.98,9.47,1,1
S04722500012,56.7,NaN,6.3,9.45,1,1
S11495800042,56.64,NaN,6.3,9.44,1,1
S15444500015,56.28,NaN,18.42,28.14,1,1
S25208500125,56.26,NaN,18.75,28.13,1,1
S05524600028,56.25,NaN,12.5,18.75,1,1
S24742300137,56.25,NaN,12.5,18.75,1,1
S04703900077,56.22,NaN,12.5,18.74,1,1
S04913800155,56.22,NaN,12.5,18.74,1,1
S06854000151,56.22,NaN,12.5,18.74,1,1
S10927700151,56.22,NaN,12.5,18.74,1,1
S15665600071,56.22,NaN,12.5,18.74,1,1
S22788300038,56.16,NaN,12.48,18.72,1,1
S23966900010,56.16,NaN,12.48,18.72,1,1
S16725800087,56.02,NaN,18.67,28.01,1,1
S19264100015,55.9,NaN,3.73,5.59,1,1
S14858700053,55.68,NaN,18.56,27.84,1,1
S16390600088,55.56,NaN,18.52,27.78,1,1
S18973900054,55.56,NaN,18.52,27.78,1,1
S28900600044,55.56,NaN,18.52,27.78,1,1
S05329000012,55.54,NaN,18.51,27.77,1,1
S18509500027,55.5,NaN,6,9.25,1,1
S19371800001,55.5,NaN,6,9.25,1,1
S21908800090,55.5,NaN,6,9.25,1,1
S21922800061,55.5,NaN,6,9.25,1,1
S23061400017,55.5,NaN,6,9.25,1,1
S26840600034,55.5,NaN,6,9.25,1,1
S16049400019,55.48,NaN,18.49,27.74,1,1
S16075400019,55.48,NaN,18.49,27.74,1,1
S17618700069,55.48,NaN,18.49,27.74,1,1
S17927800026,55.48,NaN,18.49,27.74,1,1
S20329100034,55.48,NaN,18.49,27.74,1,1
S03823000027,55.44,NaN,5.99,9.24,1,1
S05213900019,55.44,NaN,5.99,9.24,1,1
S06137000042,55.44,NaN,5.99,9.24,1,1
S09322800022,55.44,NaN,5.99,9.24,1,1
S11517600018,55.44,NaN,5.99,9.24,1,1
S13293100009,55.44,NaN,5.99,9.24,1,1
S13271800031,55.38,NaN,6.15,9.23,1,1
S24946400003,55.32,NaN,3.07,4.61,1,1
S19070800012,55.26,NaN,6.14,9.21,1,1
S28023100016,55.15,NaN,7.35,11.03,1,1
S20763800029,55.14,NaN,12.25,18.38,1,1
S22883000098,55.14,NaN,12.25,18.38,1,1
S06117700110,55.11,NaN,12.24,18.37,1,1
S07789300047,55.08,NaN,12.24,18.36,1,1
S11011800134,55.05,NaN,12.23,18.35,1,1
S13483200095,54.55,NaN,7.27,10.91,1,1
S04700700086,54.54,NaN,6.06,9.09,1,1
S29198200002,54.28,NaN,18.09,27.14,,1
S21599600027,54.24,NaN,12.05,18.08,1,1
S23725600011,54.24,NaN,12.05,18.08,1,1
S08419600116,54.04,NaN,8.84,13.51,1,1
S08859700020,54,NaN,36,54,1,1
S10635400236,54,NaN,12,18,1,1
S13618500159,54,NaN,3,4.5,1,1
S24175600050,54,NaN,18,27,1,1
S21525900005,53.98,NaN,17.74,26.99,1,1
S16907100051,53.97,NaN,12,17.99,1,1
S25656800136,53.97,NaN,11.99,17.99,1,1
S24665300110,53.96,NaN,8.48,13.49,1,1
S10418100133,53.92,NaN,4.5,6.74,1,1
S16842600021,53.88,NaN,8.98,13.47,1,1
S12464700011,53.7,NaN,5.97,8.95,1,1
S28867400001,53.34,NaN,35.55,53.34,,1
S28869200001,53.34,NaN,35.55,53.34,,1
S28869300001,53.34,NaN,35.55,53.34,,1
S04980100041,53.3,NaN,17.76,26.65,1,1
S10232600065,53.16,NaN,5.91,8.86,1,1
S06299600115,53.13,NaN,35.42,53.13,1,1
S17923900011,53.13,NaN,35.42,53.13,1,1
S06491400037,53.1,NaN,7.08,10.62,1,1
S16906900003,53.1,NaN,11.8,17.7,1,1
S19687800205,53.1,NaN,7.08,10.62,1,1
S06195400160,52.82,NaN,17.61,26.41,1,1
S18167000128,52.82,NaN,17.61,26.41,1,1
S05310000013,52.56,NaN,2.75,4.38,1,1
S10020500110,52.5,NaN,17.5,26.25,1,1
S19812200049,52.5,NaN,17.5,26.25,1,1
S13415800155,52.45,NaN,6.75,10.49,1,1
S28867000001,52.29,NaN,11.62,17.43,1,1
S12689300051,51.98,NaN,17.33,25.99,1,1
S26899700012,51.74,NaN,34.49,51.74,1,1
S10889100063,51.72,NaN,5.75,8.62,1,1
S14854800137,51.72,NaN,11.49,17.24,1,1
S16977300096,51.72,NaN,11.49,17.24,1,1
S18036100042,51.72,NaN,11.49,17.24,1,1
S20800900009,51.55,NaN,6.87,10.31,1,1
S21419200067,51.54,NaN,11.45,17.18,1,1
S04731100094,51.46,NaN,17.15,25.73,1,1
S05712700067,51.46,NaN,17.15,25.73,1,1
S18944900112,51.46,NaN,17.15,25.73,1,1
S04680100053,51.24,NaN,8.54,12.81,1,1
S12302500025,51,NaN,8.5,12.75,1,1
S19049200027,51,NaN,8.5,12.75,1,1
S22782100094,51,NaN,17,25.5,1,1
S10047500076,50.96,NaN,8.5,12.74,1,1
S11568600008,50.82,NaN,11.3,16.94,1,1
S16403700048,50.8,NaN,16.94,25.4,1,1
S08879200034,50.46,NaN,11.21,16.82,1,1
S15710500028,50.4,NaN,2.8,4.2,1,1
S20413900092,50.4,NaN,11.2,16.8,1,1
S21688800125,50.4,NaN,11.2,16.8,1,1
S12892300151,50.38,NaN,16.8,25.19,1,1
S15383500033,50.38,NaN,16.79,25.19,1,1
S18169900142,50.38,NaN,16.79,25.19,1,1
S03409700120,50.36,NaN,8.4,12.59,1,1
S05682800075,50.22,NaN,11.16,16.74,1,1
S10037000086,50.22,NaN,11.16,16.74,1,1
S14846000014,50.22,NaN,5.41,8.37,1,1
S14228300076,50.13,NaN,11.14,16.71,1,1
S09544300121,49.92,NaN,8.32,12.48,1,1
S17609300063,49.92,NaN,8.32,12.48,1,1
S04220800187,49.7,NaN,6.63,9.94,1,1
S17671100022,49.59,NaN,11.02,16.53,1,1
S07538700021,49.56,NaN,5.51,8.26,1,1
S28007200192,49.56,NaN,8.26,12.39,1,1
S26295500020,49.52,NaN,8.25,12.38,1,1
S26919400055,49.52,NaN,8.25,12.38,1,1
S27470300043,49.52,NaN,8.25,12.38,1,1
S07485900036,49.5,NaN,11,16.5,1,1
S11795800034,49.5,NaN,6.6,9.9,1,1
S14911400069,49.5,NaN,5.5,8.25,1,1
S15264600030,49.5,NaN,11,16.5,1,1
S22661900016,49.5,NaN,11,16.5,1,1
S22795000012,49.5,NaN,5.5,8.25,1,1
S27720600095,49.5,NaN,16.5,24.75,1,1
S04149600123,49.48,NaN,16.5,24.74,1,1
S17053700193,49.48,NaN,8.25,12.37,1,1
S19073200148,49.48,NaN,8.25,12.37,1,1
S09424600141,49.47,NaN,11,16.49,1,1
S10481000116,49.47,NaN,10.99,16.49,1,1
S11411400013,49.47,NaN,11,16.49,1,1
S12946600041,49.47,NaN,11,16.49,1,1
S22202800013,49.47,NaN,10.99,16.49,1,1
S21135700015,49.44,NaN,5.49,8.24,1,1
S23188800015,49.44,NaN,5.49,8.24,1,1
S03555700014,49.4,NaN,16.47,24.7,1,1
S16817200015,49.32,NaN,2.74,4.11,1,1
S13801500026,49.18,NaN,16.39,24.59,1,1
S14477900028,49,NaN,16.33,24.5,1,1
S15034100009,48.9,NaN,5.44,8.15,1,1
S28015900070,48.76,NaN,16.25,24.38,1,1
S22463000145,48.75,NaN,6.5,9.75,1,1
S25976200016,48.48,NaN,16.16,24.24,1,1
S28660800019,48.3,NaN,3.22,4.83,1,1
S11958800150,48,NaN,8,12,1,1
S16211900046,48,NaN,16,24,1,1
S21198200041,48,NaN,8,12,1,1
S26845500115,48,NaN,16,24,1,1
S22757100103,47.99,NaN,31.99,47.99,1,1
S26728400036,47.99,NaN,31.99,47.99,1,1
S05598500030,47.76,NaN,7.96,11.94,1,1
S15688400155,47.64,NaN,7.94,11.91,1,1
S15279800021,47.52,NaN,7.92,11.88,1,1
S20830500175,47.26,NaN,15.75,23.63,1,1
S29270300006,47.26,NaN,15.75,23.63,1,1
S04355800078,47.25,NaN,6.3,9.45,1,1
S14170600119,47.25,NaN,10.5,15.75,1,1
S09868100120,47.24,NaN,7.87,11.81,1,1
S15834700105,47.24,NaN,15.75,23.62,1,1
S06245900192,47.22,NaN,10.16,15.74,1,1
S13613100093,47.22,NaN,5.25,7.87,1,1
S15070100014,47.22,NaN,9.75,15.74,1,1
S22699000022,47.22,NaN,10.49,15.74,1,1
S28720600103,47.22,NaN,15.74,23.61,1,1
S03514100026,47.19,NaN,10.49,15.73,1,1
S06988900150,47.19,NaN,10.49,15.73,1,1
S13388300154,47.16,NaN,7.86,11.79,1,1
S09956800084,47.12,NaN,7.85,11.78,1,1
S12536100031,47.04,NaN,5.23,7.84,1,1
S05483000045,46.98,NaN,15.66,23.49,1,1
S24498000019,46.98,NaN,10.44,15.66,1,1
S04430600011,46.92,NaN,5.21,7.82,1,1
S17294100017,46.89,NaN,10.42,15.63,1,1
S06500600181,46.74,NaN,10.14,15.58,1,1
S27054000021,46.52,NaN,7.75,11.63,1,1
S15996500233,46.5,NaN,31,46.5,1,1
S29136200048,46.5,NaN,15.5,23.25,1,1
S08183900018,46.49,NaN,31,46.49,1,1
S09974300017,46.4,NaN,3.09,4.64,1,1
S25506500013,46.38,NaN,15.46,23.19,1,1
S03846000127,46.24,NaN,7.59,11.56,1,1
S26396300019,46.1,NaN,3.07,4.61,1,1
S22676800113,46.08,NaN,10.24,15.36,1,1
S29249300108,46.08,NaN,10.24,15.36,1,1
S03936800045,46,NaN,3.07,4.6,1,1
S13570900020,45.96,NaN,7.33,11.49,1,1
S14152400018,45.92,NaN,7.65,11.48,1,1
S14217300029,45.92,NaN,7.65,11.48,1,1
S14022100185,45.72,NaN,7.62,11.43,1,1
S14736700108,45.68,NaN,15.22,22.84,1,1
S09895600028,45.54,NaN,10.12,15.18,1,1
S28184800058,45.22,NaN,15.07,22.61,1,1
S05671800017,45.2,NaN,7.53,11.3,1,1
S17010700065,45,NaN,5,7.5,1,1
S20411700154,45,NaN,10,15,1,1
S20627000042,45,NaN,10,15,1,1
S24027900136,45,NaN,10,15,1,1
S25628000018,45,NaN,2.5,3.75,1,1
S25894800002,45,NaN,10,15,1,1
S25961300017,45,NaN,10,15,1,1
S26224200017,45,NaN,10,15,1,1
S26251200023,45,NaN,10,15,1,1
S28220600048,45,NaN,15,22.5,1,1
S28593200062,45,NaN,3,4.5,1,1
S09062200021,44.98,NaN,15,22.49,1,1
S21245300045,44.98,NaN,14.99,22.49,1,1
S21426500023,44.98,NaN,14.99,22.49,1,1
S04132500112,44.97,NaN,10,14.99,1,1
S04650800118,44.97,NaN,9.99,14.99,1,1
S06224100127,44.97,NaN,10,14.99,1,1
S07288300018,44.97,NaN,10,14.99,1,1
S14144200022,44.97,NaN,10,14.99,1,1
S17087100125,44.97,NaN,10,14.99,1,1
S07909400041,44.96,NaN,7.5,11.24,1,1
S24186200041,44.96,NaN,7.49,11.24,1,1
S19907500103,44.92,NaN,7.49,11.23,1,1
S04966700080,44.85,NaN,9.63,14.95,1,1
S29159300115,44.82,NaN,9.96,14.94,1,1
S19975800092,44.8,NaN,7.47,11.2,1,1
S14644100018,44.64,NaN,4.96,7.44,1,1
S07711400025,44.58,NaN,29.72,44.58,1,1
S12635400061,44.58,NaN,29.72,44.58,1,1
S13941100022,44.58,NaN,29.72,44.58,1,1
S18179000011,44.58,NaN,29.72,44.58,1,1
S21331700034,44.58,NaN,29.72,44.58,1,1
S21767600013,44.58,NaN,29.72,44.58,1,1
S21775800016,44.58,NaN,29.72,44.58,1,1
S25865900045,44.58,NaN,29.72,44.58,1,1
S27705400023,44.58,NaN,29.72,44.58,1,1
S28976300042,44.58,NaN,29.72,44.58,1,1
S23535300049,44.3,NaN,29.53,44.3,1,1
S27603900009,44.3,NaN,29.53,44.3,1,1
S15612900126,44.26,NaN,14.75,22.13,1,1
S19538900017,44.26,NaN,14.75,22.13,1,1
S19128800024,44.24,NaN,14.75,22.12,1,1
S20396100096,44.24,NaN,14.75,22.12,1,1
S13492200018,44.19,NaN,9.49,14.73,1,1
S27282900023,44.12,NaN,7.35,11.03,1,1
S12264600033,44.08,NaN,14.69,22.04,1,1
S18037000004,44.04,NaN,4.89,7.34,1,1
S21538200114,44.04,NaN,4.89,7.34,1,1
S26034500001,44.04,NaN,4.89,7.34,1,1
S28656400021,44.04,NaN,9.45,14.68,1,1
S11403900036,43.95,NaN,29.3,43.95,1,1
S11721400066,43.92,NaN,4.88,7.32,1,1
S08890500034,43.68,NaN,9.71,14.56,1,1
S05445900020,43.64,NaN,7.27,10.91,1,1
S05784000027,43.64,NaN,7.27,10.91,1,1
S21933000129,43.64,NaN,6.94,10.91,1,1
S20658800040,43.56,NaN,4.84,7.26,1,1
S28397800012,43.56,NaN,2.42,3.63,1,1
S21092600046,43.49,NaN,28.99,43.49,1,1
S22678100100,43.49,NaN,28.99,43.49,1,1
S23170500058,43.48,NaN,14.49,21.74,1,1
S24553800020,43.48,NaN,14.49,21.74,1,1
S25803800004,43.48,NaN,14.49,21.74,1,1
S23982700017,43.44,NaN,9.65,14.48,1,1
S21127000109,43.35,NaN,5.78,8.67,1,1
S05434600021,43.32,NaN,7.22,10.83,1,1
S11183600012,43.3,NaN,5.77,8.66,1,1
S16224200131,43.28,NaN,6.88,10.82,1,1
S04601200049,43.17,NaN,9.26,14.39,1,1
S13794700012,43.15,NaN,5.75,8.63,1,1
S18921200155,43.07,NaN,28.71,43.07,1,1
S22189000027,43.02,NaN,14.34,21.51,1,1
S26457200029,43.02,NaN,4.78,7.17,1,1
S07305200011,42.98,NaN,14.25,21.49,1,1
S28529700032,42.9,NaN,5.72,8.58,1,1
S03695400108,42.88,NaN,7.14,10.72,1,1
S15261800049,42.82,NaN,14.17,21.41,1,1
